Hostname                                  Interface     Status   Description                             Optics              Serial
GWJU-NEW-IPB-PPE-RT-02_a.txt              |ge-0/0/8      |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-02_a.txt              |ge-0/0/9      |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-02_a.txt              |ge-0/1/0      |Up       |GWJU-IBC-01-Gi8/0/0_HUAWEI              |X                   |X
GWJU-NEW-IPB-PPE-RT-02_a.txt              |ge-0/1/1      |Up       |GWJU-IWIB-L3SW-01-GE2/1                 |SFP-SX              |AM1508252P5
GWJU-NEW-IPB-PPE-RT-02_a.txt              |ge-0/1/2      |Up       |GWJU-WIFI-L3SW-02-GE1:25_BE22           |SFP-SX              |AM1508252PN
GWJU-NEW-IPB-PPE-RT-02_a.txt              |ge-0/1/3      |Up       |GWJU-ISIG-L3SW-01-Ge2:2                 |SFP-SX              |AM1508252SU
GWJU-NEW-IPB-PPE-RT-02_a.txt              |ge-0/1/4      |Up       |GWJU-TRAFFICA-RACK-01-SW-02             |X                   |X
GWJU-NEW-IPB-PPE-RT-02_a.txt              |ge-0/1/5      |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-02_a.txt              |ge-0/1/6      |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-02_a.txt              |ge-0/1/7      |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-02_a.txt              |ge-0/1/8      |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-02_a.txt              |ge-0/1/9      |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-02_a.txt              |ge-0/2/0      |Up       |GWJU-IBC-02-Gi0/7/0/0_CISCO             |X                   |X
GWJU-NEW-IPB-PPE-RT-02_a.txt              |ge-0/2/1      |Up       |JEJU-IBC-02-Gi0/4/1/0_CISCO             |X                   |X
GWJU-NEW-IPB-PPE-RT-02_a.txt              |ge-0/2/2      |Up       |GWJU-WIFI-L3SW-01-GE2:25_BE21           |SFP-SX              |PN24GG1
GWJU-NEW-IPB-PPE-RT-02_a.txt              |ge-0/2/3      |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-02_a.txt              |ge-0/2/4      |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-02_a.txt              |ge-0/2/5      |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-02_a.txt              |ge-0/2/6      |Up       |SKT_Gwangju_CRM_C4506_BB2-Gi3/18        |X                   |X
GWJU-NEW-IPB-PPE-RT-02_a.txt              |ge-0/2/7      |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-02_a.txt              |ge-0/2/8      |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-02_a.txt              |ge-0/2/9      |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-02_a.txt              |ge-0/3/0      |Up       |GWJU-IBC-02-Gi8/0/0_HUAWEI              |X                   |X
GWJU-NEW-IPB-PPE-RT-02_a.txt              |ge-0/3/1      |Up       |GWJU-IWIB-L3SW-02-GE2/1                 |SFP-SX              |AM1508252P3
GWJU-NEW-IPB-PPE-RT-02_a.txt              |ge-0/3/2      |Up       |GWJU-WIFI-L3SW-02-GE2:25_BE22           |SFP-SX              |PN24HPB
GWJU-NEW-IPB-PPE-RT-02_a.txt              |ge-0/3/3      |Up       |GWJU-ISIG-L3SW-02-Ge2:2                 |SFP-SX              |AM1508252TB
GWJU-NEW-IPB-PPE-RT-02_a.txt              |ge-0/3/4      |Up       |GWJU-TRAFFICA-RACK-04-SW-02             |X                   |X
GWJU-NEW-IPB-PPE-RT-02_a.txt              |ge-0/3/5      |Up       |SKT_WEST2_C4500_BB2-Gi2/24              |X                   |X
GWJU-NEW-IPB-PPE-RT-02_a.txt              |ge-0/3/6      |Up       |NMS_WCDMA_VRF                           |SFP-SX              |PP61DS8
GWJU-NEW-IPB-PPE-RT-02_a.txt              |ge-0/3/7      |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-02_a.txt              |ge-0/3/8      |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-02_a.txt              |ge-0/3/9      |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-1/0/0      |Up       |GWJU-IBC-01-Te0/5/1/3_CISCO             |SFP+-10G-LR         |APS05MU
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-1/0/1      |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-1/0/2      |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-1/0/3      |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-1/0/4      |Up       |GWJU-IBC-01-Te0/4/0/0_CISCO             |SFP+-10G-LR         |AD1920507WG
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-1/0/5      |Up       |GWJU-IBC-02-Te0/4/0/0_CISCO             |SFP+-10G-LR         |AD19205034L
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-1/0/6      |Up       |GWJU-IBC-01-Te5/0/0_HUAWEI              |SFP+-10G-LR         |AD1920504JS
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-1/0/7      |Up       |GWJU-IBC-02-Te5/0/0_HUAWEI              |SFP+-10G-LR         |AD1920505B3
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-1/0/8      |Up       |JEJU-IBC-01-Te0/4/0/0_CISCO             |SFP+-10G-LR         |AD1920507W5
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-1/0/9      |Up       |JEJU-IBC-02-Te0/4/0/0_CISCO             |SFP+-10G-LR         |AD1920506WM
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-1/0/10     |Up       |GWJU-LTE-ENB-L3SW-01-Ten8/1             |SFP+-10G-SR         |AD184530RSR
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-1/0/11     |Up       |GWJU-LTE-ENB-L3SW-02-Ten8/1             |SFP+-10G-SR         |AD184530UU6
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-1/0/12     |Up       |DNSN-IPB_P-RT-01_xe-1/3/1_N000016910367 |SFP+-10G-LR         |AD19205034H
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-1/0/13     |Up       |DNSN-IPB_P-RT-01-xe-9/2/0_N000002941047 |SFP+-10G-LR         |APQ2EQH
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-1/0/14     |Up       |DNSN-IPB_P-RT-02_xe-1/3/1_N000016910368 |SFP+-10G-LR         |AD1920507VM
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-1/0/15     |Up       |DNSN-IPB-P-RT-03-xe-2/2/0_N000003011145 |SFP+-10G-LR         |AD18255022K
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-1/0/16     |Up       |GWJU-IPB_CORE-RT-01-10GE8/0/4           |SFP+-10G-LR         |JC22016139
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-1/0/17     |Up       |GWJU-IPB_CORE-RT-02-10GE8/0/22          |SFP+-10G-LR         |AV90HDR
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-1/0/18     |Down     |NONE                                    |SFP+-10G-LR         |AD182950021
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-1/0/19     |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-1/1/0      |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-1/1/1      |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-1/1/2      |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-1/1/3      |Up       |GWJU-IBC-01-XGE_3/1/4_HUAWEI            |SFP+-10G-LR         |JC22015799
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-1/1/4      |Up       |GWJU-IBC-01-Te0/6/0/0_CISCO             |SFP+-10G-LR         |AD182950013
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-1/1/5      |Up       |GWJU-IBC-02-Te0/6/0/0_CISCO             |SFP+-10G-LR         |AD18295000Z
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-1/1/6      |Up       |GWJU-IBC-01-Te3/1/2_HUAWEI              |SFP+-10G-LR         |AD1920504HY
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-1/1/7      |Up       |GWJU-IBC-02-Te3/1/2_HUAWEI              |SFP+-10G-LR         |AD1920505A7
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-1/1/8      |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-1/1/9      |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-1/1/10     |Up       |GWJU-IDATA-L3SW-01-Te2/1                |SFP+-10G-SR         |AD184530RXV
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-1/1/11     |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-1/1/12     |Up       |DNSN-IPB_P-RT-03_xe-2/2/3_N000016910369 |SFP+-10G-LR         |AD1920501HK
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-1/1/13     |Up       |DNSN-IPB_P-RT-02-xe-9/3/2_N000002946211 |SFP+-10G-LR         |AD18295000S
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-1/1/14     |Up       |DNSN-IPB_P-RT-04_xe-2/2/3_N000016910370 |SFP+-10G-LR         |AD1920507W7
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-1/1/15     |Up       |DNSN-IPB-P-RT-04-xe-5/2/2_N000002944045 |SFP+-10G-LR         |AD18295000G
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-1/1/16     |Up       |GWJU-IPB_CORE-RT-01-10GE8/0/2           |SFP+-10G-LR         |AD1920506W4
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-1/1/17     |Up       |SKB-GWJU-DS1-Xe-2/1/0                   |SFP+-10G-LR         |J5V2045983
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-1/1/18     |Up       |GWJU-IPB_CORE-RT-01-10GE8/0/3           |SFP+-10G-LR         |APS0N82
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-1/1/19     |Up       |GWJU-IPB_PPE-RT-01-xe-1/1/19            |SFP+-10G-SR         |AD184530V7A
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-11/0/0     |Up       |GWJU-IBC-02-Te0/5/1/3_CISCO             |SFP+-10G-LR         |J7K2012514
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-11/0/1     |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-11/0/2     |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-11/0/3     |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-11/0/4     |Up       |GWJU-IBC-01-Te0/4/0/1_CISCO             |SFP+-10G-LR         |AD1825501W2
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-11/0/5     |Up       |GWJU-IBC-02-Te0/4/0/1_CISCO             |SFP+-10G-LR         |AD1920507WF
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-11/0/6     |Up       |GWJU-IBC-01-Te5/0/1_HUAWEI              |SFP+-10G-LR         |AD1920504J4
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-11/0/7     |Up       |GWJU-IBC-02-Te5/0/1_HUAWEI              |SFP+-10G-LR         |AD1920507VS
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-11/0/8     |Up       |JEJU-IBC-01-Te0/5/0/3_CISCO             |SFP+-10G-LR         |AD19205033T
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-11/0/9     |Up       |JEJU-IBC-02-Te0/5/0/3_CISCO             |SFP+-10G-LR         |AD1920506W5
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-11/0/10    |Up       |GWJU-LTE-ENB-L3SW-01-TE8/4              |SFP+-10G-SR         |AD184530T3G
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-11/0/11    |Up       |GWJU-LTE-ENB-L3SW-02-TE8/4              |SFP+-10G-SR         |AD184530RMB
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-11/0/12    |Up       |DNSN-IPB_P-RT-01_xe-3/2/3_N000016910371 |SFP+-10G-LR         |AD1920505AF
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-11/0/13    |Up       |DNSN-IPB_P-RT-03-xe-7/2/2_N000002940935 |SFP+-10G-LR         |AM50HXX
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-11/0/14    |Up       |DNSN-IPB_P-RT-02_xe-7/2/1_N000016910372 |SFP+-10G-LR         |AD192050347
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-11/0/15    |Up       |DNSN-IPB-P-RT-04-xe-7/2/3_N000016232800 |SFP+-10G-LR         |APR2SD7
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-11/0/16    |Up       |GWJU-IPB_CORE-RT-02-10GE8/0/4           |SFP+-10G-LR         |JC22015814
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-11/0/17    |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-11/0/18    |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-11/0/19    |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-11/1/0     |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-11/1/1     |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-11/1/2     |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-11/1/3     |Up       |GWJU-IBC-02-XGE_3/1/4_HUAWEI            |SFP+-10G-LR         |JC22022652
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-11/1/4     |Up       |GWJU-IBC-01-Te0/6/0/1_CISCO             |SFP+-10G-LR         |AD1920507W0
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-11/1/5     |Up       |GWJU-IBC-02-Te0/6/0/1_CISCO             |SFP+-10G-LR         |AD19205034D
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-11/1/6     |Up       |GWJU-IPB_CORE-RT-01-10GE8/0/22          |SFP+-10G-LR         |IA82016357
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-11/1/7     |Up       |GWJU-IPB_CORE-RT-01-10GE8/0/33          |SFP+-10G-LR         |IA82016650
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-11/1/8     |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-11/1/9     |Down     |NONE                                    |X                   |X
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-11/1/10    |Up       |GWJU-IDATA-L3SW-02-Te2/1                |SFP+-10G-SR         |AD184530UFD
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-11/1/11    |Up       |DNSN-IPB-P-RT-04-xe-2/2/0_N000003011146 |SFP+-10G-LR         |APR2UNJ
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-11/1/12    |Up       |DNSN-IPB_P-RT-03_xe-3/2/3_N000016910373 |SFP+-10G-LR         |53T021401234
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-11/1/13    |Up       |DNSN-IPB_P-RT-02-xe-3/1/1_N000015116675 |SFP+-10G-LR         |J5V2046841
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-11/1/14    |Up       |DNSN-IPB_P-RT-04_xe-3/2/3_N000016910374 |SFP+-10G-LR         |AD1920501JC
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-11/1/15    |Up       |GWJU-IPB-PROBE-L2SW-01                  |SFP+-10G-SR         |AA191730FNJ
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-11/1/16    |Up       |GWJU-IPB_CORE-RT-02-10GE8/0/2           |SFP+-10G-LR         |AD1920507ET
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-11/1/17    |Up       |SKB-GWJU-DS2-Xe2/1/0                    |SFP+-10G-LR         |AD1920506WH
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-11/1/18    |Up       |GWJU-IPB_CORE-RT-01-10GE8/0/3           |SFP+-10G-LR         |APR2AM1
GWJU-NEW-IPB-PPE-RT-02_a.txt              |xe-11/1/19    |Up       |GWJU-IPB_PPE-RT-01-xe-11/1/19           |SFP+-10G-SR         |AD184530ULF
INCH-IPB-PPE-RT-01_a.txt                  |ge-0/0/0      |Down     |INCH-IWIB-L3SW-01-GE2/1                 |SFP-SX              |PP65TV6
INCH-IPB-PPE-RT-01_a.txt                  |ge-0/0/1      |Up       |INCH-ISIG-L3SW-01-Ge1/0/47              |SFP-SX              |AM151125K4F
INCH-IPB-PPE-RT-01_a.txt                  |ge-0/0/2      |Up       |INCH_ALU_PTS_COT#1-1                    |X                   |X
INCH-IPB-PPE-RT-01_a.txt                  |ge-0/0/3      |Up       |INCH_HW_PTS_COT#1-1                     |X                   |X
INCH-IPB-PPE-RT-01_a.txt                  |ge-0/0/4      |Down     |NONE                                    |X                   |X
INCH-IPB-PPE-RT-01_a.txt                  |ge-0/0/5      |Up       |INCH-IPTV_PROBE                         |SFP-SX              |PM7537B
INCH-IPB-PPE-RT-01_a.txt                  |ge-0/0/6      |Down     |NONE                                    |SFP-SX              |PM75SYX
INCH-IPB-PPE-RT-01_a.txt                  |ge-0/0/7      |Down     |INCH-IWIB-L3SW-02-GE2/1                 |SFP-SX              |PP61GRZ
INCH-IPB-PPE-RT-01_a.txt                  |ge-0/0/8      |Down     |NONE                                    |SFP-SX              |AM1508252PR
INCH-IPB-PPE-RT-01_a.txt                  |ge-0/0/9      |Down     |NONE                                    |SFP-SX              |AM1508252QQ
INCH-IPB-PPE-RT-01_a.txt                  |ge-0/1/0      |Up       |INCH-ISIG-L3SW-02-Ge1/0/47              |SFP-SX              |PM75XE8
INCH-IPB-PPE-RT-01_a.txt                  |ge-0/1/1      |Up       |INCH_ALU_PTS_COT#1-2                    |X                   |X
INCH-IPB-PPE-RT-01_a.txt                  |ge-0/1/2      |Up       |INCH_HW_PTS_COT#1-2                     |X                   |X
INCH-IPB-PPE-RT-01_a.txt                  |ge-0/1/3      |Down     |NONE                                    |SFP-SX              |AM1508252QT
INCH-IPB-PPE-RT-01_a.txt                  |ge-0/1/4      |Down     |NONE                                    |SFP-SX              |PM75WT7
INCH-IPB-PPE-RT-01_a.txt                  |ge-0/1/5      |Up       |INCH-WIFI-L3SW-01-GE1/1_BE21            |SFP-SX              |AC1047S0579
INCH-IPB-PPE-RT-01_a.txt                  |ge-0/1/6      |Up       |INCH-IBC-02-Gi1/1/1_ALU                 |X                   |X
INCH-IPB-PPE-RT-01_a.txt                  |ge-0/1/7      |Down     |NONE                                    |SFP-SX              |AM151125JVW
INCH-IPB-PPE-RT-01_a.txt                  |ge-0/1/8      |Down     |NONE                                    |SFP-SX              |AM17062RW23
INCH-IPB-PPE-RT-01_a.txt                  |ge-0/1/9      |Up       |INCH-WIFI-L3SW-02-GE2/1_BE22            |SFP-SX              |AM1041SU3AR
INCH-IPB-PPE-RT-01_a.txt                  |ge-0/2/0      |Up       |INCH_ALU_PTS_COT#1-3                    |X                   |X
INCH-IPB-PPE-RT-01_a.txt                  |ge-0/2/1      |Up       |INCH_ALU_PTS_COT#1-5                    |X                   |X
INCH-IPB-PPE-RT-01_a.txt                  |ge-0/2/2      |Down     |NONE                                    |SFP-SX              |AM1508252QK
INCH-IPB-PPE-RT-01_a.txt                  |ge-0/2/3      |Down     |NONE                                    |SFP-SX              |AC1047S059G
INCH-IPB-PPE-RT-01_a.txt                  |ge-0/2/4      |Up       |INCH-WIFI-L3SW-01-GE2/1_BE21            |SFP-SX              |PGB40BN
INCH-IPB-PPE-RT-01_a.txt                  |ge-0/2/5      |Up       |INCH_HW_PTS_COT#2-2                     |X                   |X
INCH-IPB-PPE-RT-01_a.txt                  |ge-0/2/6      |Down     |NONE                                    |SFP-SX              |PP65TTR
INCH-IPB-PPE-RT-01_a.txt                  |ge-0/2/7      |Down     |NONE                                    |SFP-SX              |AM1508252M6
INCH-IPB-PPE-RT-01_a.txt                  |ge-0/2/8      |Down     |NONE                                    |X                   |X
INCH-IPB-PPE-RT-01_a.txt                  |ge-0/2/9      |Down     |NONE                                    |X                   |X
INCH-IPB-PPE-RT-01_a.txt                  |ge-0/3/0      |Up       |INCH_ALU_PTS_COT#1-4                    |X                   |X
INCH-IPB-PPE-RT-01_a.txt                  |ge-0/3/1      |Down     |NONE                                    |SFP-SX              |PM75WTF
INCH-IPB-PPE-RT-01_a.txt                  |ge-0/3/2      |Down     |NONE                                    |SFP-SX              |AM17062RW20
INCH-IPB-PPE-RT-01_a.txt                  |ge-0/3/3      |Up       |INCH-IBC-01-Gi1/1/1_ALU                 |X                   |X
INCH-IPB-PPE-RT-01_a.txt                  |ge-0/3/4      |Down     |NONE                                    |SFP-SX              |AM17062RVP5
